unit_id,unit_state,trusted_judgments,last_judgment,predicted_category,confidence,tweet
191783208,finalized,4,8/17/2012 11:12,Caution and advice,0.5062, Tornado Coming be careful
191783209,finalized,4,8/19/2012 3:41,Caution and advice,1,  TORNADO WARNING: Love   Expires: // :PM   #tornado #okwx #okstorms
191783210,finalized,3,8/18/2012 20:01,Caution and advice,1,"Jackson, Johnson, Cass Counties Under Tornado Warnings  "
191783211,finalized,3,8/19/2012 8:11,Caution and advice,0.6132,a #tornado hit #japan??
191783212,finalized,4,8/17/2012 22:06,Caution and advice,1,  Severe Thunderstorm Warning for Alfalfa and Grant County in OK until :pm CDT. #okwx
191783213,finalized,3,8/18/2012 21:37,Caution and advice,0.6847,  Possible tornado strikes near Hamilton overnight 
191783214,finalized,3,8/19/2012 17:44,Caution and advice,0.6069,"TORNADO WARNING [ Fillmore, NE ][ Nuckolls, NE ][ Thayer, NE ] Expires: Tue May  : EDT #SVRAlert"
191783215,finalized,3,8/17/2012 22:00,Caution and advice,1,TORNADO WARNING in effect for Oakland County till : p.m. 
191783216,finalized,3,8/18/2012 21:33,Caution and advice,1,confirmed by   &  TORNADO WARNING IN ANN ARBOR. Batten down the whatevers.
191783217,finalized,3,8/19/2012 8:01,Caution and advice,1,"  Just In:  Tornado warning canceled for Joplin, Missouri"
191783218,finalized,3,8/19/2012 16:49,Caution and advice,0.6904,Tornado warning Union County in #NEGA #GAWX
191783219,finalized,3,8/19/2012 16:49,Caution and advice,1,Tornado warning with rotation by Forney #onthelookout
191783220,finalized,3,8/19/2012 15:52,Caution and advice,0.6707,"Tornado warning, Sacramento county, pls take shelter!"
191783221,finalized,6,8/16/2012 13:32,Caution and advice,0.7072,Tornado Watch issued May  at :PM EDT expiring May  at :PM EDT by NWS NorthernIndiana... 
191783222,finalized,3,8/17/2012 22:30,Caution and advice,0.6851," well, there will not be a tornado tonight.  I would suggest finding some place in the area.  Do you live in a complex or is it sml"
191783223,finalized,6,8/17/2012 3:24,Caution and advice,0.5002, I've never seen anything like this before. I'll be shocked if there were no tornado touch downs north of #Guelph.
191783224,finalized,5,8/18/2012 9:48,Caution and advice,0.6165,  DFW airport ( has sheltered passengers in the terminal after tornado warning - CBS DFW live stream http:// ...
191783225,finalized,3,8/18/2012 15:48,Caution and advice,0.6681,Report of tornado spotted just north of Cerro Gordo.   will be breaking in momentarily with the most up to date information.
191783226,finalized,3,8/19/2012 8:47,Caution and advice,0.6556,"  National Weather Service has issued Tornado Watch in effect until :PM for several MA counties, including Suffolk C ..."
191783227,finalized,3,8/18/2012 21:27,Caution and advice,1, Florence has a tornado watch until 
191783228,finalized,3,8/18/2012 11:48,Caution and advice,1,funny how everyone in this second-floor newsroom ignores the blaring tornado sirens outside.
191783229,finalized,3,8/15/2012 21:06,Caution and advice,1,Tornado Warning for Barry and Calhoun County in MI until :pm EDT. #miwx
191783230,finalized,4,8/16/2012 17:56,Caution and advice,1,"Wtf? Come on now.  Tornado warning for #Joplin, Mo.!! Radar and warning info: "
191783231,finalized,3,8/18/2012 21:31,Caution and advice,1,"  Just In: Tornado spotted in Bedford, Texas, between Fort Worth and Dallas, according to the National Weather Service."
191783232,finalized,3,8/18/2012 21:25,Caution and advice,0.6701,"  Reports of a possible #tornado and numerous trees down -miles north of Springboro, Pennsylvania at : p.m. EDT."
191783233,finalized,3,8/19/2012 17:13,Caution and advice,1,"Stewart County hit by tornado, weather service reports  "
191783234,finalized,3,8/19/2012 16:45,Caution and advice,0.6341,"  A SEVERE THUNDERSTORM WATCH IS IN EFFECT UNTIL : PM SATURDAY FOR PAS OF OKLAHOMA,  #okw ..."
191783235,finalized,3,8/19/2012 18:08,Caution and advice,1,"National Weather Service issues TORNADO WARNING for Texas County, OK and Beaver County, OK until :pm."
191783236,finalized,3,8/18/2012 19:46,Caution and advice,0.7118,  possible tornado forming by work heading towards  .  Duck and cover.
191783237,finalized,4,8/18/2012 19:57,Caution and advice,0.5292,Tornado watch extended until pm hope everyone is home or in a safe spot.
191783238,finalized,6,8/18/2012 9:48,Caution and advice,0.4944,"  Rangers Ballpark in Arlington, TX, evacuated mid-game amid #tornado warning "
191783239,finalized,3,8/16/2012 14:11,Caution and advice,0.6594,TORNADO WARNING: Kalamazoo   Expires: // :PM   #tornado #miwx
191783240,finalized,3,8/17/2012 1:43,Caution and advice,1,Chance of a tornado: % -_____-
191783241,finalized,3,8/19/2012 7:50,Caution and advice,1,Possible tornado on the ground  mile north of Vicksburg...no visual.  NWS radar returns showing visual.
191783242,finalized,4,8/18/2012 21:25,Caution and advice,0.7782,Tornado watch for Monroe county michigan until  pm tonight.
191783243,finalized,4,8/19/2012 7:50,Caution and advice,1,"#United States #Pennsylvania #WeatherlyWeather service confirms tornado touched down in Embden, Maine - Bangor Daily News"
191783244,finalized,3,8/18/2012 9:41,Caution and advice,0.6795,   OK tornadoes have been upgraded to EF:  ) El Reno/Piedmont....) Chickasha to Newcastle/Moore....) Washington/G ...
191783245,finalized,3,8/18/2012 21:35,Caution and advice,0.3703,"#Tornado watch=a tornado is possible in the area. Tornado warning=one has been sighted or indicated, take shelter.  #kswx #ksstorms"
191783246,finalized,5,8/16/2012 16:57,Caution and advice,1,TORNADO WARNING: Beaver   Expires: // :PM   #tornado #okwx #okstorms
191783247,finalized,3,8/19/2012 18:08,Caution and advice,0.6904,"  *** TORNADO WATCH *** until AM CDT for IA MN SD ND for LARGE TORNADOES ."" HAIL and MPH winds"
191783248,finalized,3,8/19/2012 17:52,Caution and advice,0.6341,Tornado watch Sunday afternoon and evening 
191783249,finalized,4,8/18/2012 9:41,Caution and advice,0.5326,Special Weather Statement issued June  at :PM CDT expiring June  at :PM CDT by NWS Shreveport ht...  #OKwx
191783250,finalized,3,8/18/2012 15:50,Caution and advice,0.6408,"  NOW IN EFFECT:  Tornado Watch for portions of the area in IN, OH, MI until :pm EDT / :pm CDT. / ..."
191783251,finalized,3,8/19/2012 8:06,Caution and advice,0.6507,ok we are under an official tornado watch until later this morning please keep us in your thoughts and prayers just came over scanner
191783252,finalized,4,8/16/2012 18:01,Caution and advice,1,"SCARY!   Terrifying!!!   #Joplin, MO: Before & After:  #tornado"
191783253,finalized,4,8/17/2012 15:54,Caution and advice,0.7631,What? There was a tornado in Northern Ireland today? What? #endofdays
191783254,finalized,4,8/18/2012 18:07,Caution and advice,1,How to Design a Tornado Safe Room  #HomeDesign #Architecture
191783255,finalized,3,8/19/2012 8:37,Caution and advice,1,Tornado warning for southern Sedgwick County and southwest Butler County until : p.m. Storm capable of tornado near Goddard. #ksstorms
191783256,finalized,3,8/16/2012 14:17,Caution and advice,1,"Tornado in Springfield, MA. This is crazy. I hope friends in Boston are safe! "
191783257,finalized,4,8/17/2012 21:50,Caution and advice,0.4601,US day  #severe #weather outlook updated #WIND: % #HAIL: % #TORNADO: %   / #wx 
191783258,finalized,5,8/16/2012 9:05,Caution and advice,0.8037,      Tornado with debris reported in southeast Dallas per NWS Chat. Large wedge near I ...
191783259,finalized,3,8/19/2012 17:30,Caution and advice,0.6465,  Tornado in Bloomington... 
191783260,finalized,3,8/19/2012 7:39,Caution and advice,1,Tornado Warning for Beaver County in OK until :pm CDT
191783261,finalized,3,8/18/2012 21:42,Caution and advice,1,"  Spotters confirm a tornado on the ground moving toward Joplin, Mo., where a twister on Sunday killed  people - CNN"
191783262,finalized,3,8/19/2012 8:01,Caution and advice,1,  Tornado reported on the observation at Dallas' Love Field. #txwx
191783263,finalized,5,8/17/2012 3:24,Caution and advice,0.4259,"  If you are in the city of Wichita, you should be in your tornado shelters. #ksstorms"
191783264,finalized,3,8/17/2012 21:41,Caution and advice,1,Pawnee county in Ok too!   Tornado Warning for Pawnee County in KS until :pm CDT. #kswx
191783265,finalized,3,8/18/2012 1:54,Caution and advice,1,"Tractors?   Tornado warning in Detroit. Combo of  tractors, golf course, lawn equipment on tarp. Not a good sign. #RedSox"
191783266,finalized,3,8/17/2012 15:48,Caution and advice,1,  High Risk of Severe Weather today for Northeast and Northcentral Arkansas. A Tornado Watch for Northern  rows of countie ...
191783267,finalized,3,8/17/2012 22:00,Caution and advice,1,  Weather spotters confirm a tornado is on the ground moving toward Joplin.
191783268,finalized,3,8/16/2012 16:57,Caution and advice,0.6795,"   tornado reports yesterday including  in Massachusetts,  in California and the rest in Nebraska and Kansas "
191783269,finalized,4,8/16/2012 16:57,Caution and advice,0.7354,  Tornado Watch for northern Ky until pm EDT
191783270,finalized,4,8/18/2012 18:07,Caution and advice,1,Tornado sirens going off in Marion County  as severe thunderstorm warning gets issued during a tornado watch.
191783271,finalized,3,8/18/2012 11:40,Caution and advice,1,Waiting out the Tornado warning at OPCC.  Glad everyone is safe! 
191783272,finalized,5,8/19/2012 7:57,Caution and advice,0.3986,"  #Tornado EMERGENCY coming from NWS for NW side of Norman, Moore, and south side of OKC.  TAKE SHELTER NOW."
191783273,finalized,3,8/19/2012 8:06,Caution and advice,1,"  A tornado warning in #NYC. A funnel in #Springfield, MA. Is this the new normal?! Our cover story this week:  ..."
191783274,finalized,6,8/19/2012 5:56,Caution and advice,0.6766,A tornado is coming near Memphis...probably won't hit.
191783275,finalized,3,8/19/2012 8:53,Caution and advice,1," Tornado near Tuckerman, Ar. reported to be / mile wide - "
191783276,finalized,3,8/16/2012 13:25,Caution and advice,1,"FWD: severestudios: Tornado Warning for Maries, Phelps, and Pulaski County in MO until :pm CDT. #mowx"
191783277,finalized,3,8/18/2012 21:25,Caution and advice,1,New tornado warning in Joplin again. :(
191783278,finalized,3,8/18/2012 15:48,Caution and advice,1,"#moore no #Tornado on ground, it is thinning out, debris falling from sky as slows down"
191783279,finalized,3,8/18/2012 21:20,Caution and advice,1,"  TWO HOOKS ONE NEAR DALLAS AND ONE NEAR ONE WEST OF ARLINGTON, TX #TXWX #TORNADO"
191783280,finalized,3,8/19/2012 17:44,Caution and advice,0.6848,"tornado watch, central minnesota"
191783281,finalized,3,8/19/2012 17:39,Caution and advice,1,  Tornado Warning for Holt County in NE until :pm. 
191783282,finalized,3,8/19/2012 17:06,Caution and advice,0.6701,"  Fans at Rangers game in Arlington, Texas, are sheltering in place after tornado warning -   ..."
191783283,finalized,3,8/16/2012 17:50,Caution and advice,1,"  #IWX expires Tornado Warning for  Fulton, Williams [OH] till : PM EDT "
191783284,finalized,4,8/19/2012 5:56,Caution and advice,0.5049,  Destructive hail and possible #tornado moving into Dallas County. This is a violent storm! #txwx
191783285,finalized,3,8/18/2012 11:52,Caution and advice,0.6176,Tornado sirens just went off at th and Broadway.
191783286,finalized,3,8/19/2012 8:11,Caution and advice,0.5731, last fri we went : to  w straight weather bc of a tornado warn in  cnties. Lots of people got p'od. But all takes is .
191783287,finalized,3,8/18/2012 21:37,Caution and advice,1,Greenville Mo nickel hail and debris falling from the sky.  tornado  miles SW of the city moving towards greenville. #nwspah #mowx
191783288,finalized,3,8/17/2012 15:48,Caution and advice,1,nd day in a row that part of Aroostook Co. ME is under a tornado warning. Rare in that neck of the woods.  #mewx
191783289,finalized,6,8/16/2012 13:25,Caution and advice,1," It's a scary afternoon/evening in these parts, tornado just up the street and nasty storm after nasty storm rolling through."
191783290,finalized,3,8/19/2012 7:53,Caution and advice,1,Tornado alarm going off
191783291,finalized,4,8/19/2012 8:53,Caution and advice,0.7387,"Everyone please pray for Joplin, Missouri again because they are under watch for another tornado."
191783292,finalized,5,8/18/2012 21:42,Caution and advice,0.5753,mad as shit a tornado is going to come pass and it knock out the cellular tower
191783293,finalized,3,8/18/2012 20:15,Caution and advice,1,Eek.  Tornado warnings!
191783294,finalized,4,8/16/2012 18:05,Caution and advice,0.5098,We have front row tickets to the tornado that's gonna run us over..
191783295,finalized,3,8/17/2012 23:30,Caution and advice,0.7183,Tornado is moving away... Thank goodness... That was too close
191783296,finalized,3,8/18/2012 21:17,Caution and advice,1,Tornado Warning!
191783297,finalized,3,8/16/2012 21:29,Caution and advice,0.7303,Talked to a friend from WMass. She was literally running from tornado trying to find safe place to hide. Ended up in strangers basement.
191783298,finalized,3,8/19/2012 17:39,Caution and advice,0.7073,Emergency broadcast now on TV for our area. We are under #tornado watch. Severe thunder storm imminent. #NYwx
191783299,finalized,3,8/18/2012 1:03,Caution and advice,1,Tornado warning. Sky just went black. At least I got my  show in before the #Rapture
191783300,finalized,3,8/18/2012 16:07,Caution and advice,0.6878,"Look, my TV friends: when tornado sirens go off, we want residents to take cover. So get off the damn TV, take your crew & take cover"
191783301,finalized,4,8/18/2012 21:39,Caution and advice,0.7262,"Funnel cloud spotted about  miles south of Danville, moving east.  Tornado Warning for Caswell Co, NC as a result..."
191783302,finalized,3,8/19/2012 17:06,Caution and advice,0.672,  #PAWCIRCLE for  in Memphis. Needs #barkbusters #BarkTreeAlert. Tornado on ground.   Ba ...
191783303,finalized,3,8/19/2012 16:45,Caution and advice,0.7333,"Tornado watch over here till  pm. Oh well, it's not gonna hit us anyways."
191783304,finalized,3,8/18/2012 19:46,Caution and advice,0.6146,"Um tornado warning with the sirens while being shuffeled  into a ""safe"" section of the grocery store."
191783305,finalized,3,8/19/2012 10:04,Caution and advice,1,"  #Tornado watches and warnings in the northeast right now and through evening- pay attention to news and local authorities, ..."
191783306,finalized,3,8/19/2012 8:01,Caution and advice,1,"Volcano eruption, Tornado, Flood, Cattle Plague... is the end of the world coming soon?"
191783307,finalized,3,8/16/2012 14:08,Caution and advice,0.6643,tornado watch #ineffect
191783308,finalized,3,8/18/2012 16:31,Caution and advice,0.3564,#txwx Storm still firing north of Houston tonight that are extending from the line across the us.
191783309,finalized,4,8/18/2012 9:41,Caution and advice,0.7751,"  Confirmed #tornado on ground  miles SW of Chickasha, OK, per fire dept.  TAKE COVER NOW!!!!  Radar:  "
191783310,finalized,3,8/19/2012 17:52,Caution and advice,1,"  Tornado reported on the gound near Ramona, SD... heading northeast. #sdwx"
191783311,finalized,4,8/18/2012 11:52,Caution and advice,0.5126,"  There is a small Tornado Watch in effect that includes Columbia and St. Louis, MO:    #mowx"
191783312,finalized,4,8/18/2012 16:02,Caution and advice,1,Tornado sirens
191783313,finalized,3,8/17/2012 1:36,Caution and advice,1,  Tornado WARNING now in effect. Take cover Royal Oak!
191783314,finalized,3,8/18/2012 14:37,Caution and advice,0.6656,"  Tornado Watch for Chariton, Howard, Macon and Randolph County until :am CDT."
191783315,finalized,4,8/18/2012 19:47,Caution and advice,0.7353,  People in SW Hunt and NE Kaufman need to take tornado precautions at this time. #txwx
191783316,finalized,5,8/16/2012 11:47,Caution and advice,0.5662,Tornado headed for downtown Kansas City
191783317,finalized,3,8/17/2012 1:50,Caution and advice,1,"Tornado just touchdown at castleton square mall, and jump over tantrum"
191783318,finalized,3,8/16/2012 4:26,Caution and advice,0.6722,  Tornado watch issued for NYC and surrounding counties. Get your animal companions inside!
191783319,finalized,3,8/18/2012 12:02,Caution and advice,1,  TORNADO WARNING EXTENTED! Hutchins and Balch Springs take cover!
191783320,finalized,4,8/19/2012 5:56,Caution and advice,0.5223,"There's also a tornado watch in my  state, Massachusetts. In just minutes it's supposingly going to hit my area. Pray PLEASE."
191783321,finalized,3,8/17/2012 15:54,Caution and advice,1,Tornado sirens going off again in Owensboro.
191783322,finalized,5,8/18/2012 21:15,Caution and advice,0.6222,The tornado's gonna come and get me! 
191783323,finalized,4,8/16/2012 17:00,Caution and advice,1, tornado warning just issued for lower Michigan.
191783324,finalized,3,8/19/2012 7:44,Caution and advice,1,"TORNADO WARNING has been canceled for VIGO but continues for Fountain, Parke and Vermillion until :pm EDT!"
191783325,finalized,4,8/19/2012 7:44,Caution and advice,0.7432,What the deuce? Tornado in Yuba City and it's fuckin June wow... We got some Midwest weather now
191783326,finalized,4,8/17/2012 21:41,Caution and advice,1,"Up to  so far in Lubbock today,  at Turkey and Paducah,  so far at Northfield. #txwx"
191783327,finalized,5,8/18/2012 16:02,Caution and advice,1,"A Tornado Warning has been issued for for Pemiscot-MO, Dyer-TN, Lake-TN & Obion-TN until : PM  #weather"
191783328,finalized,3,8/16/2012 16:46,Caution and advice,0.6405,"from the looks of it, there's a tornado outside my window BUT my bestie insists we go to the gym anyway -_-.. i just want ice cream"
191783329,finalized,4,8/19/2012 8:37,Caution and advice,1,"TORNADO WARNING [ Barry, MI ][ Calhoun, MI ] Expires: Sun May  : EDT #SVRAlert"
191783330,finalized,4,8/16/2012 21:29,Caution and advice,1,tornado watch for Binghamton and surrounding areas. be safe...definitely OUT of here lmao
191783331,finalized,3,8/18/2012 9:59,Caution and advice,0.645,Leominster MA tornado warnings and lightning #TwitPict 
191783332,finalized,4,8/19/2012 7:53,Caution and advice,0.7919,"  Tornado Watch for New York City If you know anyone deaf or hard of hearing or physically disabled, reach out/make sure ..."
191783333,finalized,4,8/18/2012 21:17,Caution and advice,0.749,There is no tornado it's a watch not a warning so all you can come out of ur basement
191783334,finalized,3,8/19/2012 18:08,Caution and advice,0.3659,"Seems like that last blob on the radar passed us up, waiting another  minutes for the next one. Ellsinore, MO sees Tornado #weather"
191783335,finalized,3,8/15/2012 19:16,Caution and advice,0.6476, hey man i'm seeing this tornado and bad weather on the news for Oklahoma...just wondering if ur ok?
191783336,finalized,4,8/16/2012 17:05,Caution and advice,0.5134,"  Possible tornado near Holiday City, OH"
191783337,finalized,4,8/19/2012 7:44,Caution and advice,1,Tha NWS has confirmed a tornado touched down in Shiawassee County. I'm headed there now...look for a live report  at Noon.
191783338,finalized,4,8/18/2012 16:31,Caution and advice,1, WI may be under tornado warnings but we are still going to watch win the prelude!
191783339,finalized,4,8/17/2012 1:20,Caution and advice,1,BREAKING NEWS: TORNADO REPOED IN THE STORM HEADING MY WAY
191783340,finalized,3,8/17/2012 22:38,Caution and advice,1,  Report: *** Tornado Warning *** SIRENS in #chambana - Tornado on ground I near Route  exit going E-NE #chambana #CUstorms
191783341,finalized,4,8/17/2012 15:31,Caution and advice,1,  How come everyone talking bout hail and aint no rain here just tornado sirens going off?
191783342,finalized,3,8/18/2012 11:36,Caution and advice,0.6596,If they dont stop sayin more tornado warnings huh .....
191783343,finalized,3,8/17/2012 21:41,Caution and advice,1,"Tornado warning in belton, Everybody Go To Yal Basements & get shoes & blankets"
191783344,finalized,3,8/18/2012 21:42,Caution and advice,1,Tornado Warning - I hate these things ! #scary
191783345,finalized,6,8/16/2012 16:46,Caution and advice,0.8208,  were under a tornado watch... WOW
191783346,finalized,4,8/18/2012 21:27,Caution and advice,0.5178,Tornado warnings always cool. Its super windy & rainy outside. The thunder is shakin my house... #scared
191783347,finalized,4,8/17/2012 15:31,Caution and advice,1,tornado heading our way. i just want to say I love you all.
191783348,finalized,3,8/18/2012 11:40,Caution and advice,0.6829,Tornado warning sirens goin off in NKC
191783349,finalized,3,8/16/2012 16:41,Caution and advice,1,Tornado sirens going off again in Dallas
191783350,finalized,3,8/16/2012 2:49,Caution and advice,1,Omg. Its the scary tornado alarm sirens.
191783351,finalized,5,8/17/2012 11:12,Caution and advice,0.6061,Weather in Boston and NYC on Alert After Tornado   tornado
191783352,finalized,3,8/19/2012 7:50,Caution and advice,1,  Tornado Warning in Effect for Fulton County NOW.  TORNADO WATCH in effect for the entire kiss fm listening area unti ...
191783353,finalized,3,8/19/2012 16:39,Caution and advice,0.7073,Holy canoli - Joplin Missouri has a tornado headed towards it @ mph - Oh no :(
191783354,finalized,3,8/19/2012 17:30,Caution and advice,0.6502,Tornado watch for NYC-New England.  Looks like God has had enough of Sarah Palin's bus tour.
191783355,finalized,3,8/19/2012 8:11,Caution and advice,1,"  Tornado warning in effect for Joplin, MO"
191783356,finalized,3,8/18/2012 21:41,Caution and advice,1,"    :AM CDT Tor&lt;-Evnt  miles WNW of Ozark, AR-Tornado reported on the ground near Ozark by storm spo ..."
191783357,finalized,4,8/16/2012 16:56,Caution and advice,0.7193,  So it was  degrees today and now there's a tornado warning up north/prob in the gta soon? #fiomothernature
191783358,finalized,3,8/19/2012 3:41,Caution and advice,1,I guess I better go find a stream... tornado warning for Monroe county...
191783359,finalized,4,8/19/2012 8:47,Caution and advice,0.5361,"Strong storms coming in this afternoon, too. Tornado watch till  issued here in Maine, which is very unusual."
191783360,finalized,4,8/18/2012 20:22,Caution and advice,1,"#ATFU   Tornado Alley aint fucking around, weatherally and musically"
191783361,finalized,4,8/17/2012 22:23,Caution and advice,0.5257,  Wish we didn't have to write this....another multi-day #tornado outbreak is looming.  The ingredients and forecast:  ...
191783362,finalized,4,8/18/2012 9:48,Caution and advice,0.7153,  SEVERE WEATHER ALE: Tornado watches in effect for three Idaho counties:  
191783363,finalized,4,8/16/2012 16:51,Caution and advice,1, tornado on the ground. Western side of KC
191783364,finalized,5,8/19/2012 8:47,Caution and advice,1,"anyone in the Livingston County, please be careful we are under a Tornado Warning!  Sirens are going on around Briarwood Mall! #BadWeather"
191783365,finalized,3,8/18/2012 21:29,Caution and advice,1,"Tornado count as of May , : . Tornado count as of May , : . Difference: ."
191783366,finalized,4,8/16/2012 16:52,Caution and advice,0.7898,  Tornado is now reported near the Park Cities/Preston Hollow area.
191783367,finalized,3,8/16/2012 5:47,Caution and advice,1,Tornado warning has been re-issued for Washington County.
191783368,finalized,5,8/19/2012 8:16,Caution and advice,0.6308,Uh oh the tornado is lurkin
191783369,finalized,3,8/19/2012 8:53,Caution and advice,0.3868,Hope all the #JoplinTornado are safe and sound(: and Sorry for any loses &lt;
191783370,finalized,4,8/18/2012 21:15,Caution and advice,0.7434,I pull my head out of writing in seclusion to discover NYC is now under a tornado watch. Can't I leave you people alone for a minute?
191783371,finalized,3,8/17/2012 1:50,Caution and advice,1,"  Tornado warning issued for following counties: Collin, Cooke, Dallas, Denton, Grayson, Parker, Tarrant, Wise"
191783372,finalized,3,8/16/2012 17:53,Caution and advice,1,"  #Tornado touchdown in Irving, TX"
191783373,finalized,4,8/18/2012 11:58,Caution and advice,1,Severe Thunderstorm Watch for portions of the area in OK until :am CDT. #okwx
191783374,finalized,3,8/18/2012 21:37,Caution and advice,0.6196,Basically a tornado outside. What is happening. So scared.
191783375,finalized,5,8/16/2012 17:05,Caution and advice,0.799,  NWS has issued a tornado warning for Sacramento and Yolo counties.  Possible tornado to hit near Power Balance Pavillion.
191783376,finalized,4,8/18/2012 20:15,Caution and advice,0.5365,"    OKMULGEE, BEGGS, OK AREA still strong rotation coming your way. #okwx"
191783377,finalized,3,8/19/2012 8:16,Caution and advice,0.6806,A rotating wall cloud is  mi NW of Azle moving E at . No tornado has been observed at this time. -sm
191783378,finalized,4,8/19/2012 8:47,Caution and advice,1,Tornado touched down up the street. A lil scared stupid.
191783379,finalized,4,8/18/2012 21:15,Caution and advice,1,"  Are you kidding me?    Tornado warning for #Joplin, Mo.!! Radar and warning info:  / OMG!"
191783380,finalized,4,8/16/2012 16:52,Caution and advice,0.7604, are you all in tornado warnings also?
191783381,finalized,5,8/18/2012 21:37,Caution and advice,1,Good luck with that tornado warning 
191783382,finalized,3,8/19/2012 16:39,Caution and advice,0.68,Tornado warnings for Washtenaw/Livingston Counties MI until :pm. NWS is giving people plenty of warning on these storms. Pay attention!
191783383,finalized,4,8/18/2012 15:50,Caution and advice,1, my Rhode Island peeps are freaking out because they're under a tornado watch.  Half of them think it's a warning.  Rookies
191783384,finalized,4,8/16/2012 16:09,Caution and advice,1,  Red Alert for City of Hamilton due to tornado warning ended.
191783385,finalized,3,8/18/2012 21:35,Caution and advice,1,Well tornado sirens are going off.
191783386,finalized,3,8/19/2012 15:52,Caution and advice,1,"And apparently there's now a tornado watch for my county, eep."
191783387,finalized,3,8/18/2012 15:50,Caution and advice,0.6254,Thinking about you #Dallas area   sirens just went off in the #dallas area!! authorities askg folks  take cover. #tornado...
191783388,finalized,3,8/19/2012 7:53,Caution and advice,0.6348,Tornado warning! Fuck yeah!!
191783389,finalized,4,8/18/2012 11:26,Caution and advice,1,    Brief tornado reported  mins. ago near Lake Nocona in N. TX. No damage reported.
191783390,finalized,3,8/18/2012 20:15,Caution and advice,1,  Tornado with debris reported in southeast Dallas per NWS Chat. Large wedge near I- south of I-.
191783391,finalized,4,8/17/2012 15:48,Caution and advice,0.7392,  Tornado reported on the observation at Dallas' Love Field.
191783392,finalized,3,8/18/2012 16:07,Caution and advice,1,"  #Tornado #safetytip: Stay away from downed power lines, and report them to the power company.  #Joplin"
191783393,finalized,4,8/19/2012 7:50,Caution and advice,0.4631,"     PDS Tornado Watch is NOW out... please be safe  [MO, IL, IN, KY]"
191783394,finalized,3,8/18/2012 21:33,Caution and advice,1,  Tornado warnings issued for counties in STL area. Please observe emergency notifications & seek shelter.  ...
191783395,finalized,3,8/18/2012 18:00,Caution and advice,1,"  Tornado Warning for Ballard, Carlisle, Fulton, Graves, Hickman and McCracken County in KY until :pm CDT. #kywx"
191783396,finalized,4,8/17/2012 22:30,Caution and advice,1,"Gah, that's where  is    Just In: Tornado spotted in Bedford, Texas, between Fort Worth and Dallas, according to the NWS"
191783397,finalized,3,8/19/2012 7:39,Caution and advice,0.676,Damn. Another tornado watch jus popped up
191783398,finalized,3,8/19/2012 7:39,Caution and advice,0.645,Tornado warning o.O what tha fawk? Akward area -_- this world is deadening: 
191783399,finalized,3,8/19/2012 18:01,Caution and advice,0.7052," I haven't followed it since I read it, but there was a tornado  miles SW of KZoo headed NE at  MPH a little earlier."
191783400,finalized,3,8/19/2012 17:13,Caution and advice,0.6341,#RAPTURE just sayin'   Tornado watch in effect for most of #CNY through : PM 
191783401,finalized,3,8/19/2012 8:53,Caution and advice,1,  Tornado Warning for Kalamazoo County in MI until :pm EDT. #miwx
191783402,finalized,4,8/18/2012 21:39,Caution and advice,0.7667,WARNING: Tornado warning issued for Yolo County  
191783403,finalized,3,8/17/2012 21:41,Caution and advice,1,We were under a tornado warning this week - check out these creepy clouds  
191783404,finalized,3,8/19/2012 17:39,Caution and advice,0.6585,Becareful dude!   Potential Tornado warning for the night... Had one land last night near my house.... I slept thru it tho &gt;_&gt;
191783405,finalized,4,8/16/2012 1:00,Caution and advice,0.7134,  Weather update: Southern tier of Michigan under tornado watch 
191783406,finalized,4,8/16/2012 17:00,Caution and advice,0.6985,Tornado kills  in suburban Oklahoma City: Two people were killed and three children were critically injured Tuesday... 
191783407,finalized,4,8/18/2012 21:33,Caution and advice,0.5159,"  #Tornado EMERGENCY coming from NWS for NW side of Norman, Moore, and south side of OKC.  TAKE SHELTER NOW."
191783408,finalized,3,8/17/2012 22:38,Caution and advice,0.6339,more storms... Tornado watch until  pm.
191783409,finalized,6,8/16/2012 11:47,Caution and advice,0.8403,Tornado sirens.....smh
191783410,finalized,5,8/16/2012 17:50,Caution and advice,1,  Emergency management reported a tornado on the ground near Austin moving NE at  mph  #arwx
191783411,finalized,3,8/18/2012 21:23,Caution and advice,1,  Tornado Warning for Hardy County in WV until :pm EDT. #wvwx
191783412,finalized,4,8/17/2012 3:24,Caution and advice,0.7705,Tornado Warning issued May  at :PM CDT expiring May  at :PM CDT by NWS Kansas City ... 
191783413,finalized,3,8/16/2012 17:53,Caution and advice,1,"dallas, kaufman, and rockwall counties now face tornado warning until :"
191783414,finalized,3,8/18/2012 21:23,Caution and advice,1,"  Spotters confirm a tornado on the ground moving toward Joplin, Mo., where a twister on Sunday killed  people - CNN"
191783415,finalized,3,8/16/2012 2:54,Caution and advice,0.6788,Tornado Watch for portions of the area in IL until :pm CDT. #ilwx
191783416,finalized,3,8/16/2012 13:25,Caution and advice,0.6636,"Forecast for tomorrow? Flood watch, Tornado watch, Severe Thunderstorm warning. #sweet"
191783417,finalized,4,8/18/2012 21:39,Caution and advice,0.7654,"Geez tornado watch for MA, and severe storms due in tonite...of course when I'm stoked to catch Ray LaMontagne. #damnyouweather"
